"Region, subregion, country or area *",Location code,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,,,,,,,,
Antigua and Barbuda,28,93.772,94.208,94.626,95.01,95.369,95.704,96,96.254,96.483,96.682,96.856,97.007,97.109,97.16,97.182,97.176,97.134,97.054,96.942,96.798,96.622,96.42,96.191,95.942,95.674,95.38,95.055,94.71,94.348,93.963,93.554,93.13,92.72,92.302,91.856,91.414,90.97,90.504,90.034,89.55,89.055,88.552,88.039,87.512,86.966,86.417,85.865,85.3,84.716,84.135,83.554,82.976,82.396,81.788,81.17,80.543,79.913,79.296,78.68,78.055,77.429,76.818,76.201,75.567,74.948,74.342,73.735,73.126,72.517,71.924,71.342,70.762,70.184,69.612,69.058,68.516,67.975,,,,,,,,
Aruba,533,108.066,108.148,108.164,108.141,108.086,107.991,107.864,107.683,107.474,107.239,106.962,106.678,106.375,106.032,105.666,105.284,104.888,104.485,104.076,103.65,103.192,102.702,102.184,101.654,101.122,100.568,100.002,99.414,98.806,98.196,97.583,97.004,96.451,95.888,95.327,94.768,94.207,93.66,93.126,92.592,92.078,91.589,91.101,90.63,90.166,89.698,89.244,88.805,88.374,87.947,87.519,87.086,86.658,86.234,85.805,85.374,84.939,84.5,84.055,83.602,83.134,82.664,82.196,81.721,81.239,80.748,80.25,79.75,79.246,78.738,78.231,77.715,77.196,76.681,76.17,75.667,75.17,,,,,,,,
Bahamas,44,401.283,403.033,404.629,406.12,407.559,408.947,410.266,411.538,412.722,413.842,414.933,415.977,416.934,417.838,418.75,419.582,420.346,421.072,421.74,422.332,422.822,423.263,423.673,423.946,424.117,424.24,424.265,424.211,424.096,423.946,423.723,423.441,423.122,422.785,422.44,421.984,421.458,420.946,420.412,419.826,419.21,418.556,417.873,417.171,416.419,415.658,414.926,414.151,413.277,412.334,411.446,410.592,409.685,408.767,407.847,406.922,405.966,405.004,404.014,402.958,401.856,400.748,399.624,398.468,397.31,396.164,395.057,393.962,392.894,391.86,390.836,389.789,388.774,387.827,386.877,385.919,384.955,,,,,,,,
Barbados,52,282.467,282.624,282.725,282.787,282.793,282.694,282.49,282.204,281.844,281.4,280.902,280.342,279.692,278.967,278.151,277.278,276.346,275.35,274.292,273.143,271.961,270.774,269.536,268.224,266.89,265.556,264.216,262.867,261.516,260.183,258.862,257.526,256.178,254.854,253.546,252.222,250.87,249.512,248.157,246.792,245.438,244.091,242.746,241.39,240.013,238.651,237.283,235.932,234.601,233.251,231.874,230.487,229.089,227.662,226.244,224.824,223.393,221.959,220.524,219.088,217.647,216.197,214.743,213.294,211.866,210.438,208.992,207.53,206.059,204.601,203.154,201.716,200.295,198.886,197.483,196.086,194.698,,,,,,,,
"Bonaire, Sint Eustatius and Saba",535,30.676,31.338,31.913,32.419,32.86,33.214,33.51,33.76,33.978,34.176,34.337,34.46,34.549,34.623,34.694,34.751,34.806,34.853,34.887,34.911,34.918,34.927,34.922,34.891,34.852,34.799,34.742,34.681,34.613,34.548,34.463,34.364,34.281,34.216,34.144,34.074,34.005,33.926,33.812,33.684,33.571,33.466,33.359,33.243,33.126,33.004,32.888,32.766,32.638,32.508,32.366,32.213,32.054,31.89,31.716,31.552,31.386,31.201,31.024,30.846,30.659,30.477,30.299,30.124,29.952,29.774,29.593,29.419,29.256,29.101,28.933,28.757,28.581,28.4,28.212,28.034,27.86,,,,,,,,
British Virgin Islands,92,39.471,39.732,39.936,40.11,40.288,40.451,40.591,40.707,40.809,40.91,40.996,41.072,41.15,41.174,41.182,41.208,41.2,41.195,41.173,41.124,41.057,40.971,40.873,40.76,40.65,40.516,40.34,40.166,40.03,39.897,39.72,39.519,39.292,39.055,38.828,38.599,38.342,38.064,37.772,37.456,37.17,36.904,36.606,36.296,35.997,35.701,35.406,35.097,34.775,34.465,34.142,33.814,33.527,33.276,33.022,32.742,32.47,32.206,31.941,31.682,31.416,31.142,30.876,30.635,30.402,30.174,29.976,29.798,29.596,29.373,29.148,28.933,28.744,28.54,28.307,28.096,27.89,,,,,,,,
Cayman Islands,136,74.458,75.844,77.196,78.532,79.855,81.145,82.414,83.682,84.921,86.138,87.327,88.47,89.608,90.749,91.879,92.996,94.116,95.222,96.302,97.368,98.393,99.382,100.344,101.269,102.198,103.09,103.958,104.843,105.648,106.387,107.106,107.805,108.507,109.14,109.702,110.246,110.74,111.182,111.592,111.981,112.33,112.638,112.929,113.231,113.554,113.868,114.164,114.439,114.706,114.94,115.144,115.343,115.516,115.713,115.883,116.023,116.166,116.299,116.448,116.601,116.756,116.907,117.04,117.166,117.275,117.37,117.496,117.66,117.8,117.896,117.978,118.048,118.094,118.127,118.122,118.088,118.031,,,,,,,,
Cuba,192,10979.783,10937.204,10892.659,10846.704,10799.585,10750.892,10700.822,10649.678,10597.332,10543.536,10488.275,10431.762,10373.929,10314.336,10253.198,10190.47,10125.837,10059.304,9990.896,9920.669,9848.744,9775.199,9699.828,9622.709,9544.142,9463.927,9382,9298.547,9213.5,9126.958,9038.992,8950.038,8860.39,8770.319,8680.195,8590.028,8500.004,8410.626,8322.19,8234.925,8148.932,8064.198,7980.976,7899.224,7818.892,7739.906,7662.115,7585.665,7510.27,7435.68,7361.776,7288.326,7215.289,7142.356,7069.442,6996.642,6923.877,6851.192,6778.582,6706.2,6634.193,6562.45,6491.131,6420.542,6350.814,6281.856,6213.693,6146.534,6080.259,6014.708,5950.034,5886.123,5822.912,5760.504,5698.791,5637.712,5577.282,,,,,,,,
Cura�ao,531,185.481,185.487,185.44,185.363,185.246,185.071,184.826,184.536,184.219,183.865,183.458,183.029,182.562,182.053,181.548,181,180.402,179.801,179.18,178.54,177.88,177.194,176.513,175.798,175.045,174.283,173.498,172.686,171.847,170.981,170.078,169.153,168.215,167.277,166.371,165.461,164.528,163.597,162.666,161.731,160.798,159.87,158.933,157.992,157.05,156.088,155.113,154.136,153.133,152.108,151.06,149.995,148.93,147.842,146.724,145.57,144.386,143.211,142.018,140.792,139.548,138.286,137.02,135.749,134.484,133.226,131.982,130.751,129.542,128.357,127.174,126.003,124.862,123.743,122.627,121.532,120.454,,,,,,,,
Dominica,212,66.205,65.872,65.511,65.158,64.808,64.471,64.169,63.95,63.826,63.775,63.763,63.761,63.762,63.77,63.784,63.793,63.799,63.802,63.781,63.732,63.678,63.629,63.574,63.502,63.409,63.306,63.192,63.062,62.909,62.749,62.596,62.426,62.246,62.055,61.85,61.646,61.428,61.201,60.971,60.748,60.517,60.266,60.023,59.777,59.511,59.244,58.964,58.666,58.365,58.056,57.745,57.431,57.111,56.804,56.492,56.165,55.841,55.532,55.225,54.909,54.593,54.27,53.938,53.604,53.257,52.912,52.568,52.227,51.908,51.586,51.254,50.914,50.577,50.239,49.877,49.495,49.11,,,,,,,,
Dominican Republic,214,11427.557,11520.487,11609.5,11695.94,11779.928,11860.811,11938.852,12014.154,12086.668,12156.528,12224.127,12289.43,12352.223,12412.546,12470.657,12526.161,12579.32,12630.689,12680.021,12727.294,12772.652,12816.005,12856.88,12895.16,12931.166,12964.838,12996.293,13025.14,13050.628,13073.029,13092.428,13108.954,13122.621,13133.876,13143.066,13149.292,13152.503,13153.089,13151.034,13146.556,13139.442,13129.727,13118.072,13104.567,13088.731,13070.72,13050.525,13028.412,13004.412,12978.264,12950.017,12920.052,12888.476,12854.69,12819.03,12781.706,12742.402,12701.348,12658.564,12614.431,12568.886,12521.536,12472.646,12422.461,12371.315,12318.79,12264.878,12209.984,12154.096,12097.06,12039.038,11980.234,11920.659,11860.534,11799.542,11737.62,11674.91,,,,,,,,
Grenada,308,117.208,117.304,117.362,117.398,117.424,117.445,117.466,117.472,117.452,117.406,117.335,117.244,117.134,117.001,116.866,116.702,116.494,116.264,116.012,115.732,115.439,115.123,114.772,114.404,114.03,113.647,113.244,112.801,112.328,111.846,111.342,110.816,110.282,109.736,109.182,108.607,108.004,107.39,106.745,106.068,105.366,104.632,103.873,103.107,102.328,101.53,100.715,99.874,98.998,98.114,97.224,96.314,95.396,94.454,93.494,92.533,91.562,90.595,89.639,88.692,87.752,86.822,85.892,84.956,84.036,83.119,82.216,81.332,80.456,79.595,78.75,77.91,77.078,76.263,75.451,74.656,73.887,,,,,,,,
Guadeloupe,312,375.106,373.791,372.453,371.068,369.567,367.976,366.343,364.657,362.942,361.277,359.576,357.878,356.311,354.677,352.879,350.956,348.988,346.96,344.879,342.762,340.6,338.337,336.024,333.697,331.326,328.877,326.318,323.77,321.256,318.716,316.07,313.432,310.868,308.346,305.886,303.481,301.044,298.622,296.275,294.092,292.047,289.955,287.924,286.067,284.317,282.591,280.919,279.358,277.894,276.52,275.207,273.969,272.779,271.61,270.468,269.307,268.152,267.009,265.884,264.772,263.694,262.595,261.459,260.361,259.256,258.102,256.961,255.8,254.589,253.338,252.089,250.887,249.656,248.372,247.043,245.739,244.457,,,,,,,,
Haiti,332,11772.557,11906.096,12037.506,12167.806,12297.294,12425.438,12552.359,12677.984,12802.21,12924.879,13045.808,13165,13282.409,13398.066,13512.128,13624.116,13733.853,13841.978,13948.324,14052.356,14153.899,14252.966,14349.606,14443.734,14535.454,14624.499,14710.861,14794.29,14873.915,14949.752,15021.78,15089.999,15154.486,15215.638,15273.63,15327.874,15378.03,15424.356,15467.166,15506.557,15542.411,15574.602,15603.535,15629.32,15651.62,15670.59,15686.331,15699.178,15709.436,15716.857,15721.626,15723.928,15723.966,15721.774,15717.07,15710.199,15701.124,15689.719,15676.359,15661.235,15644.12,15624.94,15603.796,15580.885,15556.346,15529.956,15502.021,15472.807,15442.184,15410.219,15377.064,15342.605,15306.765,15269.6,15231.292,15191.817,15151.093,,,,,,,,
Jamaica,388,2839.175,2837.077,2833.404,2828.529,2822.868,2816.397,2808.954,2800.613,2791.136,2780.473,2768.723,2755.934,2742.078,2726.899,2710.819,2693.903,2676.1,2657.565,2638.09,2617.584,2596.168,2574.08,2551.353,2528.02,2504.199,2479.746,2454.94,2429.919,2404.364,2378.11,2351.074,2323.413,2295.281,2266.95,2238.308,2209.188,2179.682,2149.9,2119.87,2089.603,2059.101,2028.118,1997.097,1966.151,1934.9,1903.473,1871.879,1840.109,1808.218,1776.332,1744.488,1712.843,1681.566,1650.427,1619.582,1589.025,1558.624,1528.688,1499.309,1470.537,1442.238,1414.205,1386.698,1359.86,1333.63,1307.974,1282.939,1258.538,1234.778,1211.696,1189.277,1167.512,1146.35,1125.705,1105.548,1085.891,1066.774,,,,,,,,
Martinique,474,343.194,340.439,337.711,335.086,332.558,330.066,327.638,325.287,322.986,320.735,318.518,316.342,314.2,312.087,310.019,307.955,305.848,303.703,301.521,299.283,297.009,294.687,292.313,289.874,287.346,284.732,282.07,279.388,276.678,273.952,271.227,268.528,265.857,263.204,260.63,258.116,255.655,253.27,250.954,248.724,246.575,244.525,242.604,240.803,239.105,237.512,236.029,234.647,233.363,232.186,231.091,230.071,229.096,228.17,227.314,226.494,225.696,224.904,224.125,223.365,222.599,221.84,221.099,220.347,219.589,218.834,218.066,217.291,216.511,215.711,214.906,214.103,213.279,212.429,211.569,210.696,209.808,,,,,,,,
Montserrat,500,4.389,4.36,4.328,4.297,4.266,4.232,4.202,4.171,4.139,4.107,4.076,4.046,4.015,3.984,3.958,3.933,3.902,3.873,3.851,3.832,3.812,3.79,3.77,3.75,3.73,3.713,3.692,3.668,3.647,3.626,3.603,3.582,3.561,3.538,3.517,3.497,3.475,3.452,3.43,3.408,3.385,3.364,3.342,3.32,3.298,3.275,3.256,3.239,3.221,3.2,3.182,3.168,3.148,3.128,3.113,3.098,3.08,3.061,3.045,3.03,3.018,3.004,2.986,2.966,2.952,2.939,2.922,2.904,2.89,2.88,2.867,2.849,2.833,2.82,2.811,2.799,2.782,,,,,,,,
Puerto Rico,630,3242.204,3235.289,3222.688,3206.105,3186.516,3164.793,3140.742,3115.198,3089.384,3062.556,3034.642,3006.448,2978.27,2948.932,2917.957,2886.183,2853.786,2820.817,2787.583,2753.954,2719.772,2684.942,2649.247,2613.235,2577.331,2540.709,2503.994,2467.481,2430.912,2394.874,2358.96,2323.129,2287.282,2251.184,2214.932,2179.042,2143.639,2108.542,2073.854,2039.935,2006.473,1973.003,1939.881,1906.996,1874.819,1843.33,1812.187,1781.624,1751.39,1721.345,1691.436,1661.746,1632.434,1603.416,1574.787,1546.219,1517.758,1489.644,1461.706,1433.988,1406.497,1379.101,1351.816,1324.698,1297.737,1270.851,1244.166,1217.77,1191.615,1165.732,1140.141,1114.892,1090.061,1065.679,1041.785,1018.415,995.626,,,,,,,,
Saint Barth�lemy,652,11.258,11.413,11.55,11.668,11.793,11.91,12.007,12.102,12.188,12.255,12.317,12.383,12.443,12.494,12.546,12.596,12.64,12.679,12.71,12.738,12.768,12.796,12.812,12.818,12.812,12.802,12.788,12.77,12.742,12.713,12.684,12.646,12.596,12.541,12.485,12.427,12.371,12.312,12.255,12.204,12.148,12.088,12.032,11.975,11.919,11.86,11.8,11.738,11.676,11.618,11.562,11.5,11.43,11.356,11.286,11.22,11.151,11.076,11,10.924,10.841,10.762,10.68,10.589,10.491,10.398,10.305,10.206,10.108,10.003,9.896,9.794,9.688,9.579,9.471,9.356,9.238,,,,,,,,
Saint Kitts and Nevis,659,46.843,46.922,46.992,47.054,47.094,47.117,47.134,47.131,47.106,47.068,47.013,46.928,46.825,46.715,46.599,46.463,46.313,46.156,45.983,45.785,45.576,45.368,45.15,44.925,44.699,44.481,44.249,43.998,43.74,43.475,43.207,42.932,42.658,42.384,42.097,41.812,41.541,41.278,41.008,40.734,40.454,40.164,39.87,39.572,39.27,38.97,38.667,38.358,38.05,37.747,37.44,37.126,36.814,36.506,36.198,35.891,35.591,35.294,35,34.708,34.416,34.132,33.848,33.567,33.29,33.014,32.748,32.486,32.224,31.963,31.709,31.457,31.206,30.961,30.719,30.475,30.239,,,,,,,,
Saint Lucia,662,179.743,180.149,180.488,180.767,181.004,181.202,181.359,181.461,181.492,181.459,181.351,181.178,180.948,180.632,180.228,179.774,179.293,178.76,178.185,177.586,176.933,176.236,175.512,174.727,173.875,172.99,172.08,171.147,170.185,169.181,168.154,167.109,166.053,164.978,163.874,162.738,161.551,160.341,159.131,157.899,156.626,155.321,153.984,152.614,151.233,149.838,148.43,147.011,145.574,144.112,142.621,141.132,139.642,138.143,136.657,135.172,133.682,132.202,130.742,129.306,127.878,126.466,125.081,123.709,122.348,121.017,119.73,118.458,117.208,115.998,114.818,113.658,112.523,111.419,110.332,109.258,108.207,,,,,,,,
Saint Martin (French part),663,26.129,24.94,23.898,22.992,22.233,21.599,21.066,20.611,20.226,19.882,19.601,19.397,19.246,19.137,19.049,18.982,18.924,18.87,18.836,18.822,18.821,18.818,18.806,18.792,18.799,18.803,18.795,18.791,18.783,18.773,18.761,18.739,18.709,18.665,18.606,18.542,18.468,18.382,18.306,18.236,18.172,18.12,18.078,18.054,18.024,17.99,17.982,17.995,18.015,18.061,18.12,18.186,18.259,18.342,18.434,18.53,18.627,18.723,18.824,18.925,19.029,19.133,19.232,19.33,19.427,19.514,19.593,19.673,19.742,19.803,19.857,19.901,19.947,19.983,20.002,20.01,20.004,,,,,,,,
Saint Vincent and the Grenadines,670,100.616,99.924,99.244,98.592,97.985,97.41,96.856,96.334,95.834,95.363,94.918,94.484,94.077,93.699,93.336,92.984,92.65,92.329,91.994,91.648,91.308,90.955,90.577,90.18,89.772,89.366,88.942,88.494,88.035,87.564,87.073,86.57,86.064,85.556,85.048,84.531,84.016,83.5,82.988,82.482,81.975,81.46,80.948,80.448,79.948,79.444,78.947,78.455,77.968,77.484,77,76.519,76.04,75.561,75.087,74.606,74.125,73.644,73.154,72.662,72.17,71.672,71.174,70.676,70.179,69.679,69.176,68.676,68.177,67.676,67.174,66.673,66.179,65.684,65.189,64.701,64.218,,,,,,,,
Sint Maarten (Dutch part),534,43.35,43.923,44.447,44.944,45.426,45.888,46.33,46.745,47.15,47.531,47.888,48.243,48.585,48.904,49.202,49.473,49.73,49.965,50.147,50.31,50.471,50.622,50.767,50.895,50.99,51.016,51.016,51.016,50.991,50.982,50.952,50.877,50.791,50.699,50.597,50.489,50.395,50.318,50.235,50.132,50.014,49.894,49.747,49.582,49.436,49.285,49.144,49.016,48.869,48.71,48.543,48.372,48.202,48.012,47.802,47.611,47.432,47.242,47.034,46.819,46.608,46.388,46.159,45.923,45.688,45.435,45.176,44.912,44.635,44.353,44.07,43.792,43.502,43.199,42.892,42.587,42.278,,,,,,,,
Trinidad and Tobago,780,1507.782,1511.155,1513.268,1514.286,1514.375,1513.673,1512.322,1510.434,1507.992,1505.061,1501.682,1497.856,1493.625,1489.003,1484.019,1478.664,1472.943,1466.887,1460.507,1453.814,1446.832,1439.585,1432.095,1424.365,1416.392,1408.198,1399.8,1391.195,1382.372,1373.368,1364.14,1354.692,1345.082,1335.277,1325.289,1315.117,1304.745,1294.189,1283.447,1272.528,1261.419,1250.136,1238.746,1227.289,1215.727,1204.075,1192.405,1180.754,1169.122,1157.561,1146.104,1134.731,1123.483,1112.369,1101.421,1090.664,1080.11,1069.74,1059.55,1049.559,1039.76,1030.15,1020.691,1011.375,1002.203,993.128,984.14,975.245,966.446,957.73,949.083,940.482,931.928,923.456,915.05,906.684,898.355,,,,,,,,
Turks and Caicos Islands,796,46.534,46.855,47.148,47.428,47.716,47.994,48.258,48.52,48.776,49.028,49.263,49.494,49.722,49.925,50.11,50.284,50.425,50.539,50.662,50.778,50.862,50.927,50.974,51.002,51.019,51.011,50.988,50.948,50.858,50.755,50.663,50.531,50.358,50.172,49.975,49.77,49.564,49.335,49.074,48.811,48.56,48.282,47.998,47.74,47.472,47.196,46.926,46.653,46.364,46.061,45.756,45.444,45.133,44.829,44.523,44.232,43.949,43.653,43.353,43.063,42.788,42.525,42.253,41.984,41.718,41.446,41.183,40.928,40.669,40.419,40.176,39.922,39.668,39.416,39.165,38.918,38.672,,,,,,,,
United States Virgin Islands,850,84.905,84.138,83.4,82.694,82.04,81.431,80.852,80.274,79.719,79.191,78.66,78.118,77.588,77.069,76.562,76.068,75.568,75.091,74.627,74.172,73.72,73.253,72.808,72.383,71.973,71.592,71.226,70.852,70.486,70.134,69.78,69.444,69.122,68.803,68.5,68.209,67.946,67.714,67.49,67.276,67.068,66.869,66.683,66.506,66.347,66.196,66.054,65.916,65.773,65.633,65.493,65.36,65.239,65.124,65.01,64.893,64.782,64.673,64.558,64.445,64.33,64.22,64.105,63.986,63.864,63.734,63.602,63.463,63.317,63.167,63.014,62.852,62.68,62.506,62.332,62.151,61.961,,,,,,,,
Central America,916,183409.96,185160.699,186868.129,188537.123,190168.833,191763.412,193320.314,194840.393,196324.732,197773.134,199179.58,200544.148,201867.189,203147.958,204387.379,205576.355,206714.505,207806.742,208851.023,209844.257,210788.382,211682.761,212524.731,213314.09,214055.548,214746.106,215385.142,215976.892,216519.995,217015.49,217461.866,217861.067,218214.376,218524.06,218793.899,219021.263,219201.532,219337.748,219433.265,219486.665,219497.452,219464.479,219390.038,219277.176,219123.823,218928.632,218690.577,218414.272,218100.777,217744.31,217347.237,216914.272,216445.775,215941.173,215400.434,214823.306,214211.199,213565.952,212892.522,212190.706,211457.869,210695.272,209905.914,209095.12,208265.699,207415.676,206544.464,205653.48,204745.944,203821.194,202878.12,201921.496,200954.2,199978.157,198994.226,198002.926,197004.624,,,,,,,,
Belize,84,417.072,422.924,428.644,434.213,439.579,444.795,449.839,454.727,459.518,464.206,468.78,473.132,477.231,481.155,484.878,488.332,491.595,494.724,497.695,500.508,503.178,505.7,508.114,510.428,512.649,514.719,516.627,518.386,519.998,521.455,522.735,523.898,524.899,525.776,526.534,527.142,527.582,527.822,527.96,528.02,527.929,527.699,527.32,526.796,526.042,525.086,524.069,522.888,521.539,520.049,518.396,516.661,514.814,512.734,510.5,508.234,505.898,503.484,500.966,498.329,495.628,492.904,490.148,487.263,484.297,481.372,478.424,475.412,472.38,469.332,466.236,463.096,459.947,456.824,453.706,450.553,447.374,,,,,,,,
Costa Rica,188,5129.91,5152.95,5174.789,5195.555,5215.254,5233.88,5251.496,5268.134,5283.808,5298.513,5312.162,5324.699,5336.139,5346.41,5355.518,5363.363,5369.806,5374.936,5378.672,5380.915,5381.722,5381.018,5378.758,5374.951,5369.576,5362.65,5354.15,5344.062,5332.365,5319.062,5304.302,5288.194,5270.741,5252.041,5232.199,5211.258,5189.194,5166.102,5142.201,5117.401,5091.736,5065.285,5038.05,5010.156,4981.496,4951.918,4921.499,4890.278,4858.199,4825.256,4791.446,4756.835,4721.5,4685.397,4648.557,4611.045,4572.927,4534.234,4495.014,4455.405,4415.435,4375.133,4334.579,4293.848,4253.056,4212.26,4171.46,4130.729,4090.166,4049.837,4009.797,3970.038,3930.586,3891.5,3852.802,3814.483,3776.474,,,,,,,,
El Salvador,222,6338.193,6365.503,6391.254,6416.442,6440.934,6464.414,6486.206,6506.402,6525.797,6544.662,6562.188,6578.181,6593.324,6607.02,6619.833,6631.167,6640.752,6649.293,6656.214,6661.884,6665.751,6668.025,6669.41,6669.836,6669.222,6666.755,6663.345,6658.584,6652.327,6645.254,6636.014,6624.746,6612.214,6598.565,6584.69,6570.284,6554.199,6537.102,6519.119,6499.526,6478.356,6455.855,6432.656,6408.814,6383.583,6357.176,6329.848,6301.664,6272.854,6241.824,6209.161,6175.901,6140.614,6103.698,6065.626,6026.033,5985.032,5942.992,5900.187,5856.53,5811.605,5765.732,5719.483,5672.92,5626.263,5579.41,5532.369,5485.392,5438.514,5391.717,5344.855,5298.054,5251.562,5205.942,5161.162,5116.885,5073.224,,,,,,,,
Guatemala,320,18406.359,18687.882,18967.978,19246.007,19521.505,19795.179,20067.253,20337.38,20605.384,20871.09,21134.173,21394.237,21650.343,21901.961,22149.207,22391.084,22626.87,22856.764,23080.844,23299.24,23512.018,23719.088,23920.455,24115.74,24305.65,24491.014,24670.857,24845.333,25014.9,25179.261,25337.518,25489.38,25635.34,25775.505,25909.358,26036.442,26157.02,26270.887,26378.12,26479.306,26574.156,26661.732,26742.214,26815.797,26882.214,26941.117,26991.954,27035.52,27072.263,27101.817,27124.185,27139.99,27150.047,27154.26,27151.929,27142.805,27127.637,27106.936,27080.322,27048.31,27011.403,26969.557,26922.656,26871.046,26815.807,26757.27,26695.105,26629.105,26559.548,26487.02,26411.859,26334.168,26254.117,26171.582,26087.01,26000.597,25912.091,,,,,,,,
Honduras,340,10825.704,11005.85,11184.76,11362.234,11538.362,11712.877,11885.32,12055.532,12223.562,12389.378,12552.864,12714.114,12873.077,13029.493,13183.53,13335.257,13484.653,13631.912,13776.958,13919.667,14060.02,14197.946,14333.282,14465.845,14595.536,14722.48,14846.778,14968.238,15086.702,15202.192,15314.594,15423.746,15529.477,15631.592,15730.28,15825.598,15917.464,16005.833,16090.475,16171.496,16249.073,16323.012,16393.353,16460.211,16523.564,16583.529,16640.171,16693.508,16743.503,16790.104,16833.369,16873.444,16910.302,16944.104,16974.895,17002.639,17027.467,17049.571,17069.041,17085.889,17100.223,17111.997,17121.285,17128.227,17132.924,17135.403,17135.601,17133.535,17129.381,17123.096,17114.861,17104.837,17093.105,17079.961,17065.148,17048.393,17029.977,,,,,,,,
Mexico,484,130861.007,131946.9,132997.658,134017.708,135008.697,135970.891,136904.738,137811.064,138690.194,139542.085,140362.026,141150.819,141909.163,142637.546,143336.22,143998.292,144624.324,145217.774,145777.456,146300.007,146787.717,147240.092,147654.16,148030.145,148372.232,148677.898,148946.274,149181.846,149383.764,149552.708,149688.991,149794.545,149869.727,149916.43,149937.283,149930.613,149893.286,149827.852,149737.036,149619.418,149474.742,149302.54,149103.941,148881.679,148634.888,148362.27,148063.211,147741.064,147396.146,147025.029,146629.523,146211.751,145772.681,145311.919,144829.02,144324.266,143798.332,143251.808,142689.365,142109.912,141510.608,140892.442,140257.628,139610.648,138952.628,138281.61,137597.074,136900.252,136193.872,135476.634,134746.722,134008.425,133264.475,132515.721,131763.05,131007.389,130248.836,,,,,,,,
Nicaragua,558,6916.139,7007.502,7097.329,7185.722,7272.686,7358.004,7441.603,7523.768,7604.396,7683.393,7760.89,7836.703,7910.786,7983.288,8054.135,8122.957,8189.914,8255.158,8318.52,8380.006,8439.716,8497.615,8553.411,8607.278,8659.284,8708.924,8756.43,8801.962,8844.972,8885.363,8923.486,8959.459,8993.116,9024.586,9054.244,9081.922,9107.126,9129.736,9150.115,9168.374,9184.317,9198.03,9209.808,9219.472,9227.008,9232.482,9235.612,9236.798,9236.138,9233.361,9228.417,9221.968,9214.038,9204.062,9192.488,9179.281,9164.172,9147.267,9128.844,9109.258,9088.339,9066.054,9042.502,9017.93,8992.484,8965.769,8938.113,8909.512,8879.841,8849.18,8817.825,8785.878,8752.898,8719.026,8684.15,8648.332,8611.722,,,,,,,,
Panama,591,4515.577,4571.189,4625.718,4679.242,4731.816,4783.371,4833.858,4883.387,4932.075,4979.807,5026.496,5072.263,5117.126,5161.086,5204.059,5245.902,5286.592,5326.182,5364.664,5402.031,5438.26,5473.276,5507.142,5539.866,5571.398,5601.666,5630.68,5658.478,5684.966,5710.196,5734.227,5757.099,5778.861,5799.565,5819.31,5838.002,5855.66,5872.413,5888.238,5903.121,5917.142,5930.326,5942.695,5954.251,5965.028,5975.054,5984.212,5992.549,6000.135,6006.87,6012.741,6017.722,6021.778,6025,6027.418,6029.003,6029.734,6029.662,6028.781,6027.074,6024.627,6021.453,6017.633,6013.24,6008.242,6002.583,5996.317,5989.542,5982.243,5974.378,5965.964,5957,5947.51,5937.602,5927.197,5916.293,5904.927,,,,,,,,
South America,931,435611.302,438105.375,440484.432,442773.131,444971.133,447077.422,449102.411,451040.419,452886.78,454639.699,456307.889,457885.011,459359.98,460731.406,462003.191,463176.586,464245.166,465198.576,466033.956,466753.942,467356.816,467844.218,468221.393,468497.156,468665.368,468719.854,468674.488,468531.686,468289.226,467946.816,467504.187,466969.65,466342.743,465617.782,464801.134,463895.419,462901.305,461827.182,460670.708,459432.48,458119.934,456731.603,455263.794,453723.868,452116.726,450443.683,448707.085,446907.412,445049.096,443135.586,441171.026,439155.992,437089.998,434974.483,432808.282,430598.206,428348.802,426061.936,423742.084,421394.909,419022.76,416622.669,414192.701,411738.245,409265.925,406777.995,404275.306,401763.673,399247.659,396723.96,394195.954,391667.407,389138.04,386613.452,384096.349,381590.942,379097.35,,,,,,,,
Argentina,32,45696.159,45851.378,46003.734,46153.342,46299.946,46443.765,46585.022,46723.735,46859.877,46993.516,47124.535,47251.994,47375.365,47494.512,47608.788,47716.823,47817.644,47910.498,47994.507,48069.561,48135.529,48191.841,48237.678,48272.492,48296.026,48308.274,48308.943,48297.098,48272.369,48234.737,48184.613,48122.229,48047.358,47960.61,47862.864,47755.326,47638.689,47513.477,47380.747,47241.188,47095.292,46943.412,46786.074,46623.48,46455.03,46280.512,46100.474,45914.883,45723.826,45527.203,45324.185,45115.122,44900.128,44679.068,44451.502,44217.094,43976.228,43728.853,43474.938,43214.645,42948.621,42677.133,42400.661,42120.018,41835.486,41547.115,41255.037,40959.934,40662.49,40363.22,40062.943,39761.859,39460.124,39158.4,38857.022,38556.118,38255.989,,,,,,,,
